instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt_binary
8957,1,1,1,1,0,6,0,1,0.16,0.1515,0.47,0.194,0
8958,1,1,1,2,0,6,0,1,0.16,0.1667,0.47,0.1642,0
8959,1,1,1,3,0,6,0,1,0.14,0.1667,0.54,0.1045,0
8960,1,1,1,4,0,6,0,1,0.14,0.1515,0.5,0.1343,0
8961,1,1,1,5,0,6,0,1,0.14,0.1515,0.5,0.1343,0
8962,1,1,1,6,0,6,0,1,0.14,0.1515,0.5,0.0,0
8963,1,1,1,7,0,6,0,1,0.14,0.1515,0.5,0.1343,0
8964,1,1,1,8,0,6,0,1,0.12,0.1515,0.54,0.1045,0
8965,1,1,1,9,0,6,0,1,0.14,0.1667,0.5,0.1045,0
8966,1,1,1,10,0,6,0,1,0.16,0.2273,0.47,0.0,1
8967,1,1,1,11,0,6,0,1,0.2,0.197,0.4,0.194,1
8968,1,1,1,12,0,6,0,1,0.22,0.2121,0.41,0.2537,1
8969,1,1,1,13,0,6,0,1,0.22,0.2121,0.44,0.2836,1
8970,1,1,1,14,0,6,0,1,0.24,0.2121,0.41,0.2985,1
8971,1,1,1,15,0,6,0,1,0.24,0.2121,0.38,0.2985,1
8972,1,1,1,16,0,6,0,1,0.24,0.2273,0.38,0.2239,1
8973,1,1,1,17,0,6,0,1,0.24,0.2273,0.41,0.2537,1
8974,1,1,1,18,0,6,0,1,0.22,0.2273,0.41,0.194,1
8975,1,1,1,19,0,6,0,1,0.2,0.197,0.47,0.2239,0
8976,1,1,1,20,0,6,0,1,0.2,0.197,0.44,0.2537,0
8977,1,1,1,21,0,6,0,1,0.18,0.1667,0.43,0.2537,0
8978,1,1,1,22,0,6,0,1,0.16,0.1364,0.47,0.3582,0
8979,1,1,1,23,0,6,0,1,0.16,0.1515,0.47,0.2239,0
8980,1,1,1,0,0,0,0,1,0.16,0.1364,0.47,0.3284,0
8981,1,1,1,1,0,0,0,2,0.16,0.1364,0.47,0.2985,0
8982,1,1,1,2,0,0,0,2,0.16,0.1364,0.47,0.2836,0
8983,1,1,1,3,0,0,0,2,0.16,0.1364,0.48,0.3881,0
8984,1,1,1,4,0,0,0,2,0.16,0.1364,0.47,0.3881,0
8985,1,1,1,5,0,0,0,2,0.16,0.1364,0.47,0.3284,0
8986,1,1,1,6,0,0,0,2,0.14,0.1212,0.5,0.2836,0
8987,1,1,1,7,0,0,0,1,0.12,0.1212,0.54,0.2836,0
8988,1,1,1,8,0,0,0,1,0.12,0.1212,0.54,0.2239,0
8989,1,1,1,9,0,0,0,1,0.12,0.1364,0.54,0.194,0
8990,1,1,1,10,0,0,0,1,0.14,0.1212,0.54,0.2836,0
8991,1,1,1,11,0,0,0,1,0.16,0.1515,0.47,0.2239,1
8992,1,1,1,12,0,0,0,1,0.18,0.1667,0.4,0.2985,1
8993,1,1,1,13,0,0,0,1,0.2,0.1818,0.34,0.2836,1
8994,1,1,1,14,0,0,0,1,0.2,0.1818,0.32,0.3582,1
8995,1,1,1,15,0,0,0,1,0.22,0.2273,0.27,0.194,1
8996,1,1,1,16,0,0,0,1,0.22,0.2121,0.29,0.2985,1
8997,1,1,1,17,0,0,0,1,0.22,0.2121,0.25,0.2537,1
8998,1,1,1,18,0,0,0,1,0.18,0.1818,0.29,0.2239,0
8999,1,1,1,19,0,0,0,1,0.16,0.1667,0.37,0.1642,0
9000,1,1,1,20,0,0,0,1,0.16,0.1818,0.37,0.1045,0
9001,1,1,1,21,0,0,0,1,0.16,0.1667,0.4,0.1642,0
9002,1,1,1,22,0,0,0,1,0.18,0.2121,0.37,0.0896,0
9003,1,1,1,23,0,0,0,1,0.16,0.197,0.43,0.0896,0
9004,1,1,1,0,1,1,0,1,0.14,0.1515,0.46,0.1343,0
9005,1,1,1,1,1,1,0,1,0.14,0.1667,0.43,0.1045,0
9006,1,1,1,2,1,1,0,1,0.14,0.2121,0.46,0.0,0
9007,1,1,1,3,1,1,0,1,0.12,0.197,0.5,0.0,0
9008,1,1,1,4,1,1,0,1,0.12,0.1515,0.58,0.1045,0
9009,1,1,1,5,1,1,0,1,0.12,0.1667,0.54,0.0896,0
9010,1,1,1,6,1,1,0,1,0.1,0.1364,0.54,0.0896,0
9011,1,1,1,7,1,1,0,1,0.1,0.1364,0.54,0.1045,0
9012,1,1,1,8,1,1,0,1,0.1,0.1212,0.58,0.1642,0
9013,1,1,1,9,1,1,0,1,0.1,0.1212,0.58,0.1642,0
9014,1,1,1,10,1,1,0,2,0.14,0.1364,0.59,0.194,0
9015,1,1,1,11,1,1,0,1,0.16,0.1515,0.59,0.2537,1
9016,1,1,1,12,1,1,0,1,0.2,0.1818,0.55,0.3284,1
9017,1,1,1,13,1,1,0,2,0.24,0.197,0.41,0.4179,1
9018,1,1,1,14,1,1,0,1,0.24,0.2121,0.44,0.3881,1
9019,1,1,1,15,1,1,0,1,0.26,0.2121,0.44,0.4478,1
9020,1,1,1,16,1,1,0,1,0.26,0.2273,0.44,0.3582,1
9021,1,1,1,17,1,1,0,1,0.26,0.2273,0.48,0.3284,1
9022,1,1,1,18,1,1,0,1,0.26,0.2273,0.52,0.3284,1
9023,1,1,1,19,1,1,0,1,0.26,0.2424,0.56,0.2836,1
9024,1,1,1,20,1,1,0,1,0.26,0.2424,0.6,0.2836,0
9025,1,1,1,21,1,1,0,1,0.28,0.2576,0.52,0.3284,0
9026,1,1,1,22,1,1,0,2,0.3,0.2727,0.49,0.3582,0
9027,1,1,1,23,1,1,0,3,0.26,0.2273,0.7,0.2985,0
9028,1,1,1,0,0,2,1,2,0.26,0.2273,0.7,0.3284,0
9029,1,1,1,1,0,2,1,2,0.28,0.2576,0.65,0.3582,0
9030,1,1,1,2,0,2,1,3,0.28,0.2727,0.75,0.2537,0
9031,1,1,1,4,0,2,1,3,0.32,0.303,0.66,0.3284,0
9032,1,1,1,5,0,2,1,3,0.32,0.303,0.66,0.3284,0
9033,1,1,1,6,0,2,1,3,0.3,0.2879,0.75,0.2537,0
9034,1,1,1,7,0,2,1,3,0.3,0.2879,0.81,0.2239,0
9035,1,1,1,8,0,2,1,3,0.3,0.2879,0.81,0.2836,0
9036,1,1,1,9,0,2,1,3,0.32,0.303,0.81,0.2537,0
9037,1,1,1,10,0,2,1,3,0.3,0.2879,0.87,0.2537,0
9038,1,1,1,11,0,2,1,2,0.34,0.3485,0.87,0.1045,0
9039,1,1,1,12,0,2,1,2,0.32,0.303,0.87,0.2836,0
9040,1,1,1,13,0,2,1,2,0.38,0.3939,0.76,0.3284,0
9041,1,1,1,14,0,2,1,1,0.44,0.4394,0.62,0.4925,0
9042,1,1,1,15,0,2,1,1,0.44,0.4394,0.62,0.4925,0
9043,1,1,1,16,0,2,1,1,0.46,0.4545,0.63,0.5522,1
9044,1,1,1,17,0,2,1,1,0.46,0.4545,0.63,0.4478,1
9045,1,1,1,18,0,2,1,1,0.46,0.4545,0.63,0.4478,1
9046,1,1,1,19,0,2,1,1,0.46,0.4545,0.63,0.4179,1
9047,1,1,1,20,0,2,1,1,0.46,0.4545,0.63,0.3582,1
9048,1,1,1,21,0,2,1,1,0.46,0.4545,0.67,0.4627,1
9049,1,1,1,22,0,2,1,1,0.46,0.4545,0.72,0.3881,0
9050,1,1,1,23,0,2,1,1,0.46,0.4545,0.72,0.3881,0
9051,1,1,1,0,0,3,1,2,0.46,0.4545,0.77,0.3284,0
9052,1,1,1,1,0,3,1,2,0.46,0.4545,0.77,0.3284,0
9053,1,1,1,2,0,3,1,2,0.44,0.4394,0.51,0.4925,0
9054,1,1,1,3,0,3,1,2,0.44,0.4394,0.51,0.4925,0
9055,1,1,1,4,0,3,1,1,0.34,0.2879,0.46,0.5224,0
9056,1,1,1,5,0,3,1,1,0.34,0.2879,0.46,0.5224,0
9057,1,1,1,6,0,3,1,1,0.34,0.2879,0.36,0.5224,0
9058,1,1,1,7,0,3,1,1,0.32,0.2879,0.42,0.3582,1
9059,1,1,1,8,0,3,1,1,0.3,0.2727,0.52,0.4179,1
9060,1,1,1,9,0,3,1,1,0.28,0.2576,0.52,0.3284,1
9061,1,1,1,10,0,3,1,1,0.3,0.2727,0.42,0.4627,0
9062,1,1,1,11,0,3,1,1,0.3,0.2727,0.42,0.3881,0
9063,1,1,1,12,0,3,1,1,0.3,0.2576,0.39,0.4925,1
9064,1,1,1,13,0,3,1,1,0.3,0.2727,0.42,0.4627,0
9065,1,1,1,14,0,3,1,1,0.3,0.2727,0.33,0.3881,0
9066,1,1,1,15,0,3,1,1,0.3,0.2576,0.33,0.5224,0
9067,1,1,1,16,0,3,1,1,0.28,0.2273,0.3,0.5224,1
9068,1,1,1,17,0,3,1,1,0.26,0.2121,0.33,0.4478,1
9069,1,1,1,18,0,3,1,1,0.24,0.2121,0.32,0.3582,1
9070,1,1,1,19,0,3,1,1,0.22,0.197,0.37,0.3881,1
9071,1,1,1,20,0,3,1,1,0.22,0.2121,0.37,0.2537,1
9072,1,1,1,21,0,3,1,1,0.2,0.1667,0.4,0.4179,0
9073,1,1,1,22,0,3,1,1,0.18,0.1667,0.47,0.2537,0
9074,1,1,1,23,0,3,1,1,0.16,0.1364,0.47,0.2985,0
9075,1,1,1,0,0,4,1,1,0.14,0.1364,0.5,0.194,0
9076,1,1,1,1,0,4,1,1,0.14,0.1515,0.5,0.1642,0
9077,1,1,1,2,0,4,1,1,0.14,0.1515,0.5,0.1343,0
9078,1,1,1,3,0,4,1,1,0.12,0.1515,0.54,0.1045,0
9079,1,1,1,4,0,4,1,1,0.12,0.1515,0.54,0.1045,0
9080,1,1,1,5,0,4,1,1,0.12,0.1212,0.55,0.2537,0
9081,1,1,1,6,0,4,1,1,0.12,0.1364,0.54,0.1642,0
9082,1,1,1,7,0,4,1,1,0.12,0.1667,0.54,0.0896,1
9083,1,1,1,8,0,4,1,1,0.12,0.1515,0.54,0.1045,1
9084,1,1,1,9,0,4,1,1,0.12,0.197,0.54,0.0,1
9085,1,1,1,10,0,4,1,1,0.14,0.2121,0.59,0.0,0
9086,1,1,1,11,0,4,1,1,0.16,0.1667,0.55,0.1642,0
9087,1,1,1,12,0,4,1,1,0.2,0.197,0.51,0.194,0
9088,1,1,1,13,0,4,1,1,0.22,0.2121,0.47,0.2836,0
9089,1,1,1,14,0,4,1,1,0.24,0.2273,0.44,0.194,0
9090,1,1,1,15,0,4,1,1,0.26,0.2273,0.44,0.2985,0
9091,1,1,1,16,0,4,1,1,0.26,0.2273,0.41,0.3284,1
9092,1,1,1,17,0,4,1,2,0.26,0.2273,0.44,0.3284,1
9093,1,1,1,18,0,4,1,2,0.26,0.2273,0.44,0.3284,1
9094,1,1,1,19,0,4,1,2,0.26,0.2273,0.48,0.2985,1
9095,1,1,1,20,0,4,1,1,0.26,0.2121,0.52,0.4478,1
9096,1,1,1,21,0,4,1,1,0.26,0.2273,0.44,0.3582,0
9097,1,1,1,22,0,4,1,2,0.26,0.2273,0.44,0.4179,0
9098,1,1,1,23,0,4,1,1,0.26,0.2273,0.48,0.3284,0
9099,1,1,1,0,0,5,1,2,0.26,0.2273,0.48,0.2985,0
9100,1,1,1,1,0,5,1,1,0.26,0.2727,0.48,0.1343,0
9101,1,1,1,2,0,5,1,1,0.26,0.2727,0.48,0.1343,0
9102,1,1,1,3,0,5,1,1,0.24,0.2576,0.52,0.1045,0
9103,1,1,1,4,0,5,1,1,0.22,0.2424,0.6,0.1045,0
9104,1,1,1,5,0,5,1,1,0.22,0.2424,0.6,0.1045,0
9105,1,1,1,6,0,5,1,1,0.24,0.2121,0.6,0.2836,0
9106,1,1,1,7,0,5,1,1,0.22,0.2121,0.69,0.2239,1
9107,1,1,1,8,0,5,1,1,0.22,0.2121,0.64,0.2537,1
9108,1,1,1,9,0,5,1,1,0.22,0.197,0.47,0.3881,1
9109,1,1,1,10,0,5,1,2,0.22,0.2121,0.44,0.2836,0
9110,1,1,1,11,0,5,1,2,0.2,0.1818,0.32,0.3582,0
9111,1,1,1,12,0,5,1,2,0.2,0.1818,0.34,0.3284,0
9112,1,1,1,13,0,5,1,1,0.22,0.2121,0.32,0.2985,1
9113,1,1,1,14,0,5,1,2,0.22,0.2121,0.35,0.2985,0
9114,1,1,1,15,0,5,1,2,0.22,0.2273,0.35,0.194,1
9115,1,1,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642,1
9116,1,1,1,17,0,5,1,2,0.22,0.2576,0.32,0.0896,1
9117,1,1,1,18,0,5,1,2,0.2,0.2273,0.34,0.0896,1
9118,1,1,1,19,0,5,1,2,0.2,0.2273,0.37,0.1045,1
9119,1,1,1,20,0,5,1,2,0.2,0.2273,0.34,0.0896,0
9120,1,1,1,21,0,5,1,2,0.2,0.2273,0.37,0.0896,0
9121,1,1,1,22,0,5,1,2,0.2,0.197,0.37,0.2239,0
9122,1,1,1,23,0,5,1,3,0.16,0.1515,0.64,0.2239,0
9123,1,1,1,0,0,6,0,3,0.16,0.1515,0.64,0.2239,0
9124,1,1,1,1,0,6,0,4,0.14,0.1364,0.86,0.194,0
9125,1,1,1,2,0,6,0,3,0.14,0.2121,0.86,0.0,0
9126,1,1,1,3,0,6,0,3,0.14,0.1818,0.93,0.0896,0
9127,1,1,1,4,0,6,0,3,0.16,0.197,0.86,0.0896,0
9128,1,1,1,5,0,6,0,3,0.16,0.1818,0.86,0.1045,0
9129,1,1,1,6,0,6,0,3,0.16,0.1667,0.93,0.1642,0
9130,1,1,1,7,0,6,0,3,0.16,0.1667,0.93,0.1642,0
9131,1,1,1,8,0,6,0,2,0.16,0.1515,0.93,0.2537,0
9132,1,1,1,9,0,6,0,2,0.16,0.1515,0.93,0.2537,0
9133,1,1,1,10,0,6,0,3,0.16,0.1515,0.93,0.2537,0
9134,1,1,1,11,0,6,0,2,0.18,0.2121,0.86,0.1045,0
9135,1,1,1,12,0,6,0,2,0.2,0.2121,0.8,0.1642,0
9136,1,1,1,13,0,6,0,2,0.2,0.197,0.8,0.2537,0
9137,1,1,1,14,0,6,0,3,0.2,0.197,0.8,0.194,0
9138,1,1,1,15,0,6,0,3,0.2,0.197,0.8,0.194,0
9139,1,1,1,16,0,6,0,2,0.2,0.1818,0.8,0.2985,0
9140,1,1,1,17,0,6,0,2,0.2,0.1818,0.8,0.3881,0
9141,1,1,1,18,0,6,0,2,0.2,0.1818,0.75,0.3881,0
9142,1,1,1,19,0,6,0,2,0.18,0.1515,0.8,0.3881,0
9143,1,1,1,20,0,6,0,2,0.18,0.1667,0.8,0.2985,0
9144,1,1,1,21,0,6,0,1,0.18,0.1515,0.74,0.3284,0
9145,1,1,1,22,0,6,0,2,0.18,0.1667,0.74,0.2985,0
9146,1,1,1,23,0,6,0,2,0.16,0.1515,0.8,0.2537,0
9147,1,1,1,0,0,0,0,1,0.16,0.1364,0.8,0.2985,0
9148,1,1,1,1,0,0,0,2,0.18,0.1667,0.74,0.2985,0
9149,1,1,1,2,0,0,0,2,0.18,0.1667,0.74,0.2836,0
9150,1,1,1,3,0,0,0,2,0.18,0.1667,0.69,0.2836,0
9151,1,1,1,4,0,0,0,3,0.16,0.1364,0.8,0.2836,0
9152,1,1,1,5,0,0,0,3,0.16,0.1515,0.74,0.2239,0
9153,1,1,1,6,0,0,0,2,0.16,0.1515,0.74,0.2239,0
9154,1,1,1,7,0,0,0,2,0.16,0.1515,0.74,0.2239,0
9155,1,1,1,8,0,0,0,2,0.16,0.1515,0.74,0.2239,0
9156,1,1,1,9,0,0,0,2,0.16,0.1515,0.74,0.2239,0
9157,1,1,1,10,0,0,0,2,0.16,0.1364,0.74,0.2836,0
9158,1,1,1,11,0,0,0,3,0.16,0.1515,0.8,0.2537,0
9159,1,1,1,12,0,0,0,2,0.16,0.1515,0.8,0.2239,1
9160,1,1,1,13,0,0,0,2,0.16,0.1818,0.8,0.1343,1
9161,1,1,1,14,0,0,0,2,0.16,0.1667,0.8,0.1642,1
9162,1,1,1,15,0,0,0,2,0.16,0.1515,0.8,0.194,1
9163,1,1,1,16,0,0,0,2,0.16,0.1515,0.8,0.194,1
9164,1,1,1,17,0,0,0,2,0.16,0.1818,0.8,0.1045,0
9165,1,1,1,18,0,0,0,3,0.16,0.1818,0.86,0.1045,0
9166,1,1,1,19,0,0,0,3,0.16,0.1818,0.86,0.1045,0
9167,1,1,1,20,0,0,0,3,0.16,0.1667,0.86,0.1642,0
9168,1,1,1,21,0,0,0,3,0.16,0.1818,0.86,0.1045,0
9169,1,1,1,22,0,0,0,2,0.16,0.197,0.93,0.0896,0
9170,1,1,1,23,0,0,0,2,0.16,0.1818,0.93,0.1045,0
9171,1,1,1,0,0,1,1,2,0.18,0.2424,0.86,0.0,0
9172,1,1,1,1,0,1,1,2,0.18,0.2121,0.86,0.1045,0
9173,1,1,1,2,0,1,1,2,0.18,0.2121,0.86,0.1045,0
9174,1,1,1,3,0,1,1,2,0.18,0.2424,0.86,0.0,0
9175,1,1,1,4,0,1,1,2,0.2,0.2576,0.8,0.0,0
9176,1,1,1,5,0,1,1,2,0.2,0.2576,0.86,0.0,0
9177,1,1,1,6,0,1,1,2,0.2,0.2576,0.86,0.0,0
9178,1,1,1,7,0,1,1,3,0.2,0.2576,0.86,0.0,0
9179,1,1,1,8,0,1,1,3,0.2,0.2121,0.86,0.1343,1
9180,1,1,1,9,0,1,1,2,0.2,0.2273,0.86,0.0896,1
9181,1,1,1,10,0,1,1,2,0.2,0.2576,0.93,0.0,1
9182,1,1,1,11,0,1,1,2,0.2,0.2273,0.93,0.0896,0
9183,1,1,1,12,0,1,1,2,0.22,0.2727,0.93,0.0,0
9184,1,1,1,13,0,1,1,3,0.22,0.2576,0.93,0.0896,0
9185,1,1,1,14,0,1,1,3,0.22,0.2273,0.93,0.194,0
9186,1,1,1,15,0,1,1,2,0.22,0.2121,1.0,0.2239,0
9187,1,1,1,16,0,1,1,2,0.24,0.2424,0.93,0.1642,0
9188,1,1,1,17,0,1,1,2,0.24,0.2576,0.96,0.1045,1
9189,1,1,1,18,0,1,1,2,0.24,0.2424,0.93,0.1343,1
9190,1,1,1,19,0,1,1,2,0.26,0.2576,0.93,0.1642,1
9191,1,1,1,20,0,1,1,2,0.26,0.2576,1.0,0.1642,1
9192,1,1,1,21,0,1,1,2,0.26,0.2424,1.0,0.2836,0
9193,1,1,1,22,0,1,1,2,0.26,0.2424,1.0,0.2836,0
9194,1,1,1,23,0,1,1,2,0.28,0.2576,0.93,0.3284,0
9195,1,1,1,0,0,2,1,2,0.3,0.2879,1.0,0.2836,0
9196,1,1,1,1,0,2,1,2,0.32,0.303,0.93,0.2537,0
9197,1,1,1,2,0,2,1,2,0.32,0.303,0.93,0.2239,0
9198,1,1,1,3,0,2,1,2,0.32,0.3333,0.93,0.1343,0
9199,1,1,1,4,0,2,1,2,0.3,0.3182,1.0,0.0896,0
9200,1,1,1,5,0,2,1,2,0.3,0.3182,1.0,0.0896,0
9201,1,1,1,6,0,2,1,2,0.32,0.3182,0.93,0.194,0
9202,1,1,1,7,0,2,1,2,0.32,0.3333,0.93,0.1343,1
9203,1,1,1,8,0,2,1,2,0.32,0.3333,0.93,0.1343,1
9204,1,1,1,9,0,2,1,2,0.32,0.3333,0.87,0.0896,1
9205,1,1,1,10,0,2,1,1,0.32,0.3333,0.93,0.0896,0
9206,1,1,1,11,0,2,1,1,0.34,0.3333,0.87,0.1343,1
9207,1,1,1,12,0,2,1,1,0.34,0.3333,0.87,0.1642,1
9208,1,1,1,13,0,2,1,1,0.34,0.3333,0.87,0.1642,1
9209,1,1,1,14,0,2,1,1,0.36,0.3485,0.81,0.2239,1
9210,1,1,1,15,0,2,1,2,0.4,0.4091,0.71,0.1642,1
9211,1,1,1,16,0,2,1,1,0.4,0.4091,0.71,0.1343,1
9212,1,1,1,17,0,2,1,1,0.42,0.4242,0.67,0.0896,1
9213,1,1,1,18,0,2,1,1,0.4,0.4091,0.62,0.0896,1
9214,1,1,1,19,0,2,1,1,0.44,0.4394,0.51,0.0896,1
9215,1,1,1,20,0,2,1,1,0.32,0.3485,0.76,0.0,1
9216,1,1,1,21,0,2,1,1,0.36,0.3788,0.71,0.0,1
9217,1,1,1,22,0,2,1,1,0.32,0.3485,0.81,0.0,0
9218,1,1,1,23,0,2,1,1,0.32,0.3485,0.76,0.0,0
9219,1,1,1,0,0,3,1,1,0.26,0.303,0.93,0.0,0
9220,1,1,1,1,0,3,1,1,0.3,0.2879,0.7,0.2239,0
9221,1,1,1,2,0,3,1,1,0.28,0.2727,0.7,0.194,0
9222,1,1,1,3,0,3,1,1,0.26,0.2576,0.75,0.194,0
9223,1,1,1,4,0,3,1,1,0.26,0.2424,0.7,0.2836,0
9224,1,1,1,5,0,3,1,1,0.26,0.2424,0.7,0.2836,0
9225,1,1,1,6,0,3,1,1,0.24,0.2273,0.73,0.2239,0
9226,1,1,1,7,0,3,1,1,0.24,0.2273,0.75,0.2239,1
9227,1,1,1,8,0,3,1,1,0.24,0.2273,0.7,0.2537,1
9228,1,1,1,9,0,3,1,1,0.24,0.2273,0.7,0.2537,1
9229,1,1,1,10,0,3,1,2,0.26,0.2273,0.7,0.3284,0
9230,1,1,1,11,0,3,1,2,0.3,0.2727,0.61,0.2985,1
9231,1,1,1,12,0,3,1,1,0.32,0.3333,0.53,0.1343,1
9232,1,1,1,13,0,3,1,1,0.34,0.3333,0.49,0.1343,1
9233,1,1,1,14,0,3,1,1,0.34,0.3485,0.49,0.0896,1
9234,1,1,1,15,0,3,1,1,0.36,0.3788,0.46,0.0,1
9235,1,1,1,16,0,3,1,1,0.34,0.3333,0.53,0.1642,1
9236,1,1,1,17,0,3,1,1,0.36,0.3485,0.53,0.1642,1
9237,1,1,1,18,0,3,1,1,0.32,0.3333,0.66,0.1343,1
9238,1,1,1,19,0,3,1,2,0.34,0.3636,0.53,0.0,1
9239,1,1,1,20,0,3,1,1,0.32,0.3182,0.61,0.194,1
9240,1,1,1,21,0,3,1,1,0.3,0.3333,0.65,0.0,1
9241,1,1,1,22,0,3,1,1,0.3,0.3182,0.65,0.0896,0
9242,1,1,1,23,0,3,1,2,0.28,0.3182,0.65,0.0,0
9243,1,1,1,0,0,4,1,2,0.28,0.2879,0.75,0.1045,0
9244,1,1,1,1,0,4,1,2,0.28,0.3182,0.75,0.0,0
9245,1,1,1,2,0,4,1,2,0.28,0.2727,0.75,0.1642,0
9246,1,1,1,3,0,4,1,2,0.28,0.303,0.75,0.0896,0
9247,1,1,1,4,0,4,1,1,0.28,0.3182,0.75,0.0,0
9248,1,1,1,5,0,4,1,2,0.3,0.3182,0.75,0.1045,0
9249,1,1,1,6,0,4,1,2,0.28,0.3182,0.81,0.0,0
9250,1,1,1,7,0,4,1,2,0.28,0.303,0.81,0.0896,1
9251,1,1,1,8,0,4,1,2,0.28,0.303,0.81,0.0896,1
9252,1,1,1,9,0,4,1,2,0.3,0.3333,0.81,0.0,1
9253,1,1,1,10,0,4,1,2,0.3,0.303,0.81,0.1343,0
9254,1,1,1,11,0,4,1,2,0.3,0.3182,0.87,0.1045,0
9255,1,1,1,12,0,4,1,2,0.34,0.3333,0.81,0.1343,1
9256,1,1,1,13,0,4,1,2,0.38,0.3939,0.71,0.0,1
9257,1,1,1,14,0,4,1,2,0.4,0.4091,0.71,0.1045,0
9258,1,1,1,15,0,4,1,2,0.42,0.4242,0.71,0.1045,1
9259,1,1,1,16,0,4,1,2,0.4,0.4091,0.71,0.0896,1
9260,1,1,1,17,0,4,1,2,0.42,0.4242,0.71,0.0,1
9261,1,1,1,18,0,4,1,2,0.42,0.4242,0.71,0.0,1
9262,1,1,1,19,0,4,1,2,0.4,0.4091,0.76,0.1045,1
9263,1,1,1,20,0,4,1,2,0.4,0.4091,0.82,0.1343,1
9264,1,1,1,21,0,4,1,2,0.4,0.4091,0.76,0.1045,1
9265,1,1,1,22,0,4,1,1,0.38,0.3939,0.82,0.1045,0
9266,1,1,1,23,0,4,1,2,0.4,0.4091,0.82,0.0,0
9267,1,1,1,0,0,5,1,2,0.4,0.4091,0.82,0.2537,0
9268,1,1,1,1,0,5,1,2,0.4,0.4091,0.87,0.2239,0
9269,1,1,1,2,0,5,1,1,0.42,0.4242,0.94,0.1343,0
9270,1,1,1,3,0,5,1,2,0.42,0.4242,0.94,0.2836,0
9271,1,1,1,4,0,5,1,2,0.4,0.4091,1.0,0.2985,0
9272,1,1,1,5,0,5,1,2,0.42,0.4242,0.94,0.3284,0
9273,1,1,1,6,0,5,1,2,0.42,0.4242,1.0,0.3284,0
9274,1,1,1,7,0,5,1,2,0.42,0.4242,1.0,0.2985,0
9275,1,1,1,8,0,5,1,3,0.5,0.4848,0.88,0.2836,1
9276,1,1,1,9,0,5,1,3,0.5,0.4848,0.88,0.2836,0
9277,1,1,1,10,0,5,1,3,0.48,0.4697,1.0,0.1642,0
9278,1,1,1,11,0,5,1,2,0.48,0.4697,0.94,0.1343,0
9279,1,1,1,12,0,5,1,2,0.5,0.4848,0.88,0.1642,1
9280,1,1,1,13,0,5,1,1,0.5,0.4848,0.59,0.4627,1
9281,1,1,1,14,0,5,1,1,0.5,0.4848,0.55,0.5522,1
9282,1,1,1,15,0,5,1,1,0.48,0.4697,0.51,0.3284,1
9283,1,1,1,16,0,5,1,1,0.44,0.4394,0.51,0.5522,1
9284,1,1,1,17,0,5,1,1,0.42,0.4242,0.5,0.5821,1
9285,1,1,1,18,0,5,1,1,0.4,0.4091,0.5,0.4925,1
9286,1,1,1,19,0,5,1,1,0.36,0.3333,0.5,0.3881,1
9287,1,1,1,20,0,5,1,1,0.34,0.303,0.53,0.3582,1
9288,1,1,1,21,0,5,1,1,0.34,0.2879,0.53,0.5224,0
9289,1,1,1,22,0,5,1,1,0.34,0.303,0.49,0.3881,0
9290,1,1,1,23,0,5,1,1,0.32,0.2879,0.49,0.4179,0
9291,1,1,1,0,0,6,0,1,0.3,0.2879,0.52,0.2836,0
9292,1,1,1,1,0,6,0,1,0.3,0.303,0.52,0.1642,0
9293,1,1,1,2,0,6,0,1,0.26,0.303,0.6,0.0,0
9294,1,1,1,3,0,6,0,1,0.26,0.2879,0.6,0.0896,0
9295,1,1,1,4,0,6,0,1,0.26,0.2576,0.6,0.1642,0
9296,1,1,1,5,0,6,0,1,0.24,0.2576,0.75,0.0896,0
9297,1,1,1,6,0,6,0,1,0.24,0.2879,0.7,0.0,0
9298,1,1,1,7,0,6,0,1,0.22,0.2727,0.75,0.0,0
9299,1,1,1,8,0,6,0,1,0.2,0.2273,0.8,0.0896,0
9300,1,1,1,9,0,6,0,1,0.22,0.2727,0.8,0.0,1
9301,1,1,1,10,0,6,0,1,0.26,0.2727,0.7,0.1343,1
9302,1,1,1,11,0,6,0,1,0.3,0.303,0.56,0.1343,1
9303,1,1,1,12,0,6,0,1,0.3,0.2879,0.61,0.2836,1
9304,1,1,1,13,0,6,0,1,0.34,0.3182,0.57,0.2537,1
9305,1,1,1,14,0,6,0,1,0.38,0.3939,0.5,0.3881,1
9306,1,1,1,15,0,6,0,1,0.4,0.4091,0.47,0.3284,1
9307,1,1,1,16,0,6,0,1,0.42,0.4242,0.44,0.3582,1
9308,1,1,1,17,0,6,0,1,0.42,0.4242,0.44,0.3881,1
9309,1,1,1,18,0,6,0,1,0.42,0.4242,0.41,0.2239,1
9310,1,1,1,19,0,6,0,2,0.42,0.4242,0.41,0.5522,1
9311,1,1,1,20,0,6,0,1,0.4,0.4091,0.35,0.3881,0
9312,1,1,1,21,0,6,0,1,0.36,0.3333,0.29,0.3582,0
9313,1,1,1,22,0,6,0,1,0.34,0.3333,0.34,0.194,0
9314,1,1,1,23,0,6,0,1,0.32,0.3182,0.31,0.194,0
9315,1,1,1,0,0,0,0,1,0.3,0.2879,0.33,0.2239,0
